"filename","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","NA","NA"
"freshwater-instudy_pops.txt",1,0.00980012420031456,0.00826684184902493,-0.0169372095365653,0.0599157937339354,-0.0471212409153197,-0.00452413661679107,-0.00317592047872008,-0.014931043883213,-0.0311913251140985,0.0125202115828668,-0.000218211149850536,0.00450810962441548,-0.00619962479696138,-0.0129131121636377,0.0225609623338169,-0.0189495922725187,0.0406772879797484,-0.042436381821414,0.0267652262470429,-0.0257129824496884,-0.0367688769100396,-0.00969091634241245,-0.0212646745322181,-0.0483208298986691,-0.0505043415200179,-0.0344001788769861,-0.0337376098013676,-0.0303991129492806,-0.0194225548518891,-0.0253863982637186,-0.0423995209836821,-0.00566348983704644,-0.0060852473766479,0.00283783861744523,-0.00873571912227101,-0.0754764435365936,0.00260298666925004,-0.054682679154615,-0.0403216410367248,0.0113141876006811,-0.0207926598248448,-0.0239571175835554,0.0137146997987761,-0.00981600111683883,-0.0277058146557288,-0.0360130293642505,-0.0114545223741334,0.0214280296734109,0.00641751928980111,-0.0927354768032473
