population_id,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
822,1,-0.0408322747665906,-0.0408322747665781,-0.0408322747665717,-0.0408322747665648,-0.0408322747665459,-0.0408322747665089,-0.0408322747664607,-0.0408322747664065,-0.040832274766353,-0.0408322747663163,-0.040832274766301,-0.0408322747663061,-0.0408322747663152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4576,1,-0.378543268505755,-0.291723069524834,-0.178132319984569,-0.0849255617322224,-0.025464887950698,0.0184981653563907,0.0600164131066057,0.0862077023960763,0.0770146658321502,0.0340901840970407,-0.0164708269058731,-0.0468666555510722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
821,1,0.588957066159038,0.551755624267322,0.15530198702242,-0.168174251131374,-0.17776457884228,-0.0513785466633583,-0.046187644884029,-0.13132413058616,-0.0987465644761505,0.0690847234437104,0.148873838430347,0.0174008893145992,-0.135515168493857,-0.0574976404339314,0.202221179951058,0.345965912821943,0.233497373238864,0.0588808710181188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
823,1,0.357968264903284,0.273514118187814,0.140097429113325,0.0105883838756369,-0.0742951144308188,-0.110657510188492,-0.111429866567445,-0.0831771669894681,-0.0340605916529468,0.0101103708258621,0.0215565855499156,0.00631081324309424,0.00695216422057454,0.0563354818522037,0.136079084082372,0.19525784037033,0.208338633817835,0.198392750919107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
820,1,NA,NA,NA,NA,NA,NA,NA,NA,0.303818196086416,0.248504368913323,0.156210338984574,0.0641420612077006,0.00135250631377737,-0.0274407947159383,-0.0352746210140675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26735,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00694104092268333,-0.00694104092268333,-0.00694104092268355,-0.00694104092268333,-0.00694104092268333,-0.00694104092268311,-0.00694104092268355,-0.00694104092268333,-0.00694104092268333,-0.00694104092268311,-0.00694104092268355,-0.00694104092268333,-0.00694104092268333,-0.00694104092268333,-0.00694104092268333,-0.00694104092268333,-0.00694104092268333,-0.00694104092268333,0.150514997831991,0.150514997831991,0.282135715219281,0.282135715219281,-0.0327157741906614,-0.0327157741906613,-0.0327157741906614,-0.0327157741906613,-0.0327157741906614,-0.0327157741906614,-0.334503390479288,-0.334503390479288,NA,NA,NA,NA,NA,NA
12864,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0822262680357968,-0.345872062535323,-0.345872062535323,-0.345872062535323,0.677237157445474,0.677237157445474,NA,NA,NA,NA,NA,NA,NA,NA
848,1,-0.00625833507798124,-0.00625833507797946,-0.00625833507797946,-0.00625833507798212,-0.00625833507798657,-0.00625833507799545,-0.00625833507800255,-0.00625833507801676,-0.00625833507803186,-0.0062583350780514,-0.00625833507806917,-0.00625833507808338,-0.00625833507810114,-0.00625833507811979,-0.00625833507813134,-0.00625833507814555,-0.00625833507815443,-0.00625833507816953,-0.00625833507818019,-0.00625833507818641,-0.00625833507819351,-0.00625833507820772,-0.0062583350782095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
849,1,0.0233603146742887,0.0225511641945131,0.0207538508188323,0.0177493520157261,0.0142640383830273,0.0113241617081599,0.00944342706357659,0.00857827826193525,0.00859904912483245,0.00949614000147836,0.0112910124072139,0.014138703748765,0.0184674844515769,0.0245239788758793,0.0315907273532954,0.0380956858560575,0.0429239772288277,0.0464218280684987,0.0496855828888254,0.0530005872687456,0.0555328302560643,0.0566190437114091,0.0567273373221182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
850,1,0.00972983417401352,0.0106110765284217,0.0115550900660386,0.0125642807722297,0.0136496755254321,0.014813227240003,0.0160382956503717,0.0172992686325557,0.0185763540524162,0.019856480283809,0.0211233747477877,0.0223551873927335,0.0235339124668315,0.0246512572639057,0.0257017384672782,0.0266741824653138,0.0275534517487417,0.0283253022504271,0.0289726637184478,0.0294710677703733,0.0298008131959868,0.0299713654135152,0.0300296213929423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
