ID,min_year,max_year
29086,2010,2020
29087,2010,2020
29088,2010,2019
29089,2010,2019
29090,2010,2019
29091,2010,2019
29092,2010,2019
29093,2010,2020
29094,2010,2020
29095,2010,2020
29096,2010,2020
29097,2010,2020
29098,2010,2020
29099,2010,2019
29100,2010,2019
29101,2010,2020
29102,2010,2020
29103,2010,2020
29104,2010,2020
29105,2010,2020
29106,2010,2020
29107,2010,2019
29108,2010,2019
29109,2010,2019
29110,2010,2019
29111,2010,2019
29112,2010,2020
29113,2010,2020
29114,2010,2020
29115,2010,2020
29116,2010,2020
29117,2010,2020
29118,2010,2019
29119,2010,2019
29120,2010,2019
29121,2010,2019
29122,2010,2019
29123,2010,2020
29124,2010,2020
29125,2010,2020
29126,2010,2020
29127,2010,2020
29128,2010,2019
29129,2010,2019
29130,2010,2020
29131,2010,2020
29132,2010,2020
29133,2010,2020
29134,2010,2020
29135,2010,2020
29136,2010,2019
29137,2010,2019
29138,2010,2019
29139,2010,2019
29140,2010,2020
29141,2010,2020
29142,2010,2020
29143,2010,2020
29144,2010,2020
29145,2010,2020
29146,2010,2019
29147,2010,2019
29148,2010,2019
29153,2004,2010
29154,2004,2010
29156,2004,2010
29157,2004,2010
29158,2004,2010
29159,2004,2010
29170,2001,2006
29171,2001,2006
29172,2001,2006
29173,2001,2006
29254,2016,2020
29255,2011,2020
29257,2011,2020
29258,2011,2020
29260,2011,2020
29262,2011,2020
29263,2011,2020
29265,2011,2020
29266,2011,2020
29268,2011,2020
29269,2011,2020
29271,2011,2020
29273,2011,2020
29275,2011,2020
29277,2011,2020
29278,2011,2020
29280,2012,2020
29282,2012,2020
29283,2011,2018
29284,2019,2020
29287,2011,2018
29288,2019,2020
29289,2011,2020
29290,2011,2020
29293,2011,2019
29294,2020,2020
29295,2011,2020
29297,2011,2020
200295,2010,2011
200296,2010,2011
200297,2014,2015
200663,2010,2020
200665,2010,2020
200666,2010,2020
200667,2010,2020
200668,2010,2020
200669,2010,2020
200674,2010,2020
200675,2010,2020
200676,2010,2020
200678,2010,2020
200679,2010,2020
200682,2010,2020
200683,2010,2020
200684,2010,2020
200685,2010,2020
200688,2010,2020
200694,2010,2020
200695,2010,2020
200696,2010,2020
200697,2010,2020
200698,2010,2020
200699,2010,2020
200700,2010,2020
200701,2010,2020
200703,2010,2020
200704,2010,2020
200705,2010,2020
200715,2010,2020
200716,2010,2020
200718,2010,2020
200719,2010,2020
200720,2010,2020
200721,2010,2020
200722,2010,2020
200723,2010,2020
200725,2010,2020
200727,2010,2020
200729,2010,2020
200733,2010,2020
200734,2010,2020
200735,2010,2020
200739,2010,2020
200740,2010,2020
200741,2010,2020
200742,2010,2020
200743,2010,2020
200744,2010,2020
200749,2010,2020
200750,2010,2020
200752,2010,2020
200757,2010,2020
200758,2010,2020
200759,2010,2020
200771,2010,2020
200772,2010,2020
200773,2010,2020
200775,2010,2020
200778,2010,2020
200779,2010,2020
200780,2010,2020
200786,2010,2020
200787,2010,2020
200788,2010,2020
200789,2010,2020
200792,2010,2020
200794,2010,2020
200799,2010,2020
200803,2010,2020
200804,2010,2020
200808,2010,2020
200809,2010,2020
200810,2010,2020
200811,2010,2020
200812,2010,2020
200813,2010,2020
200814,2010,2020
200816,2010,2020
200829,2010,2020
200832,2010,2020
200833,2010,2020
200834,2010,2020
200835,2010,2020
200836,2010,2020
200837,2010,2020
200838,2010,2020
200839,2010,2020
200840,2010,2020
200841,2010,2020
200842,2010,2020
200843,2010,2020
200844,2010,2020
200851,2010,2020
200852,2010,2020
200854,2010,2020
200855,2010,2020
200856,2010,2020
200857,2010,2020
200858,2010,2020
200859,2010,2020
200860,2010,2020
200863,2010,2020
200864,2010,2020
200865,2010,2020
200868,2010,2020
200869,2010,2020
200870,2010,2020
200873,2010,2020
200874,2010,2020
200875,2010,2020
200876,2010,2020
200877,2010,2020
200879,2010,2020
200882,2010,2020
200883,2010,2020
200884,2010,2020
200887,2010,2020
200888,2010,2020
200892,2010,2020
200898,2010,2020
200899,2010,2020
200902,2010,2020
200903,2010,2020
200904,2010,2020
200905,2010,2020
200906,2010,2020
200907,2010,2020
200909,2010,2020
200910,2010,2020
200913,2010,2020
200914,2010,2020
200915,2010,2020
200919,2010,2020
200920,2010,2020
200921,2010,2020
200922,2010,2020
200923,2010,2020
200924,2010,2020
200925,2010,2020
200930,2010,2020
200931,2010,2020
200932,2010,2020
200937,2010,2020
200938,2010,2020
200950,2010,2020
200951,2010,2020
200952,2010,2020
200954,2010,2020
200956,2010,2020
200959,2010,2020
200964,2010,2020
200975,2010,2020
200976,2010,2020
200978,2010,2020
200980,2010,2020
200982,2010,2020
200983,2010,2020
200984,2010,2020
200985,2010,2020
200986,2010,2020
200988,2010,2020
201002,2010,2020
201005,2010,2020
201007,2010,2020
201008,2010,2020
201009,2010,2020
201010,2010,2020
201011,2010,2020
201012,2010,2020
201013,2010,2020
201014,2010,2020
201022,2010,2020
201023,2010,2020
201024,2010,2020
201026,2010,2020
201029,2010,2020
201030,2010,2020
201031,2010,2020
201032,2010,2020
201036,2010,2020
201037,2010,2020
201039,2010,2020
201042,2010,2020
201043,2010,2020
201046,2010,2020
201047,2010,2020
201048,2010,2020
201049,2010,2020
201050,2010,2020
201053,2010,2020
201059,2010,2020
201060,2010,2020
201061,2010,2020
201062,2010,2020
201063,2010,2020
201064,2010,2020
201065,2010,2020
201068,2010,2020
201080,2010,2020
201083,2010,2020
201084,2010,2020
201088,2010,2020
201089,2010,2020
201090,2010,2020
201091,2010,2020
201093,2010,2020
201094,2010,2020
201095,2010,2020
201099,2010,2020
201100,2010,2020
201101,2010,2020
201105,2010,2020
201106,2010,2020
201107,2010,2020
201108,2010,2020
201109,2010,2020
201110,2010,2020
201111,2010,2020
201117,2010,2020
201118,2010,2020
201119,2010,2020
201120,2010,2020
201125,2010,2020
201126,2010,2020
201127,2010,2020
201128,2010,2020
201139,2010,2020
201140,2010,2020
201141,2010,2020
201143,2010,2020
201146,2010,2020
201147,2010,2020
201148,2010,2020
201153,2010,2020
201154,2010,2020
201163,2010,2020
201164,2010,2020
201168,2010,2020
201169,2010,2020
201171,2010,2020
201174,2010,2020
201176,2010,2020
201177,2010,2020
201178,2010,2020
201179,2010,2020
201180,2010,2020
201181,2010,2020
201182,2010,2020
201184,2010,2020
201187,2010,2020
201195,2010,2020
201202,2010,2020
201206,2010,2020
201207,2010,2020
201208,2010,2020
201209,2010,2020
201210,2010,2020
201211,2010,2020
201212,2010,2020
201213,2010,2020
201214,2010,2020
201221,2010,2020
201222,2010,2020
201224,2010,2020
201226,2010,2020
201227,2010,2020
201228,2010,2020
201229,2010,2020
201230,2010,2020
201234,2010,2020
201235,2010,2020
201236,2010,2020
201237,2010,2020
201238,2010,2020
201239,2010,2020
201241,2010,2020
201244,2010,2020
201245,2010,2020
201246,2010,2020
201247,2010,2020
201248,2010,2020
201250,2010,2020
201251,2010,2020
201254,2010,2020
201255,2010,2020
201256,2010,2020
201257,2010,2020
201258,2010,2020
201259,2010,2020
201260,2010,2020
201261,2010,2020
201262,2010,2020
201265,2010,2020
201272,2010,2020
201279,2010,2020
201280,2010,2020
201285,2010,2020
201286,2010,2020
201287,2010,2020
201288,2010,2020
201289,2010,2020
201293,2010,2020
201294,2010,2020
201296,2010,2020
201300,2010,2020
201301,2010,2020
201302,2010,2020
201306,2010,2020
201307,2010,2020
201308,2010,2020
201309,2010,2020
201310,2010,2020
201311,2010,2020
201312,2010,2020
201318,2010,2020
201325,2010,2020
201326,2010,2020
201328,2010,2020
201329,2010,2020
201344,2010,2020
201345,2010,2020
201346,2010,2020
201348,2010,2020
201351,2010,2020
201352,2010,2020
201356,2010,2020
201358,2010,2020
201359,2010,2020
201368,2010,2020
201369,2010,2020
201373,2010,2020
201374,2010,2020
201377,2010,2020
201379,2010,2020
201380,2010,2020
201381,2010,2020
201382,2010,2020
201383,2010,2020
201384,2010,2020
201386,2010,2020
201389,2010,2020
201397,2010,2020
201404,2010,2020
201408,2010,2020
201409,2010,2020
201410,2010,2020
201411,2010,2020
201412,2010,2020
201413,2010,2020
201414,2010,2020
201415,2010,2020
201416,2010,2020
201417,2010,2020
201418,2010,2020
201419,2010,2020
201427,2010,2020
201428,2010,2020
201429,2010,2020
201431,2010,2020
201433,2010,2020
201434,2010,2020
201435,2010,2020
201436,2010,2020
201437,2010,2020
201441,2010,2020
201442,2010,2020
201443,2010,2020
201446,2010,2020
201447,2010,2020
201450,2010,2020
201451,2010,2020
201452,2010,2020
201453,2010,2020
201455,2010,2020
201458,2010,2020
201462,2010,2020
201463,2010,2020
201464,2010,2020
201465,2010,2020
201466,2010,2020
201469,2010,2020
201477,2010,2020
201484,2010,2020
201485,2010,2020
201487,2010,2020
201488,2010,2020
201489,2010,2020
201490,2010,2020
201491,2010,2020
201493,2010,2020
201494,2010,2020
201495,2010,2020
201499,2010,2020
201500,2010,2020
201501,2010,2020
201505,2010,2020
201506,2010,2020
201507,2010,2020
201508,2010,2020
201509,2010,2020
201510,2010,2020
201511,2010,2020
201515,2010,2020
201516,2010,2020
201517,2010,2020
201518,2010,2020
201523,2010,2020
201524,2010,2020
201525,2010,2020
201537,2010,2020
201538,2010,2020
201539,2010,2020
201540,2010,2020
201542,2010,2020
201545,2010,2020
201546,2010,2020
201550,2010,2020
201552,2010,2020
201560,2010,2020
201561,2010,2020
201565,2010,2020
201566,2010,2020
201568,2010,2020
201571,2010,2020
201573,2010,2020
201574,2010,2020
201575,2010,2020
201576,2010,2020
201577,2010,2020
201579,2010,2020
201581,2010,2020
201588,2010,2020
201595,2010,2020
201599,2010,2020
201600,2010,2020
201601,2010,2020
201602,2010,2020
201603,2010,2020
201604,2010,2020
201605,2010,2020
201606,2010,2020
201612,2010,2020
201613,2010,2020
201615,2010,2020
201616,2010,2020
201617,2010,2020
201618,2010,2020
201619,2010,2020
201623,2010,2020
201624,2010,2020
201627,2010,2020
201630,2010,2020
201631,2010,2020
201632,2010,2020
201633,2010,2020
201634,2010,2020
201636,2010,2020
201638,2010,2020
201639,2010,2020
201640,2010,2020
201641,2010,2020
201642,2010,2020
201643,2010,2020
201645,2010,2020
201646,2010,2020
201647,2010,2020
201652,2010,2020
201659,2010,2020
201660,2010,2020
201663,2010,2020
201664,2010,2020
201665,2010,2020
201668,2010,2020
201669,2010,2020
201670,2010,2020
201674,2010,2020
201675,2010,2020
201679,2010,2020
201680,2010,2020
201681,2010,2020
201682,2010,2020
201683,2010,2020
201684,2010,2020
201685,2010,2020
201686,2010,2020
201691,2010,2020
201692,2010,2020
201693,2010,2020
201696,2010,2020
201698,2010,2020
201699,2010,2020
201715,2010,2020
201716,2010,2020
201717,2010,2020
201719,2010,2020
201723,2010,2020
201724,2010,2020
201725,2010,2020
201731,2010,2020
201732,2010,2020
201740,2010,2020
201741,2010,2020
201745,2010,2020
201746,2010,2020
201748,2010,2020
201750,2010,2020
201751,2010,2020
201752,2010,2020
201753,2010,2020
201754,2010,2020
201755,2010,2020
201757,2010,2020
201759,2010,2020
201771,2010,2020
201776,2010,2020
201777,2010,2020
201778,2010,2020
201779,2010,2020
201780,2010,2020
201781,2010,2020
201782,2010,2020
201783,2010,2020
201784,2010,2020
201792,2010,2020
201793,2010,2020
201794,2010,2020
201796,2010,2019
201797,2010,2019
201798,2010,2019
201799,2010,2019
201800,2010,2019
201801,2010,2019
201805,2010,2019
201806,2010,2019
201808,2010,2019
201811,2010,2019
201812,2010,2019
201813,2010,2019
201814,2010,2019
201815,2010,2019
201819,2010,2019
201820,2010,2019
201821,2010,2019
201822,2010,2019
201823,2010,2019
201825,2010,2019
201826,2010,2019
201834,2010,2019
201835,2010,2019
201837,2010,2019
201838,2010,2019
201839,2010,2019
201840,2010,2019
201842,2010,2019
201844,2010,2019
201847,2010,2019
201848,2010,2019
201849,2010,2019
201853,2010,2019
201854,2010,2019
201855,2010,2019
201856,2010,2019
201857,2010,2019
201858,2010,2019
201865,2010,2019
201875,2010,2019
201877,2010,2019
201880,2010,2019
201886,2010,2019
201887,2010,2019
201894,2010,2019
201898,2010,2019
201899,2010,2019
201902,2010,2019
201904,2010,2019
201905,2010,2019
201906,2010,2019
201907,2010,2019
201908,2010,2019
201910,2010,2019
201915,2010,2019
201922,2010,2019
201923,2010,2019
201924,2010,2019
201926,2010,2019
201927,2010,2019
201928,2010,2019
201929,2010,2019
201930,2010,2019
201931,2010,2019
201937,2010,2019
201938,2010,2019
201940,2010,2019
201941,2010,2019
201942,2010,2019
201943,2010,2019
201948,2010,2019
201950,2010,2019
201953,2010,2019
201954,2010,2019
201956,2010,2019
201957,2010,2019
201960,2010,2019
201961,2010,2019
201962,2010,2019
201963,2010,2019
201966,2010,2019
201967,2010,2019
201981,2010,2019
201983,2010,2019
201984,2010,2019
201985,2010,2019
201986,2010,2019
201988,2010,2019
201989,2010,2019
201990,2010,2019
201994,2010,2019
201995,2010,2019
201996,2010,2019
201998,2010,2019
202001,2010,2019
202002,2010,2019
202003,2010,2019
202004,2010,2019
202005,2010,2019
202009,2010,2019
202012,2010,2019
202013,2010,2019
202025,2010,2019
202026,2010,2019
202028,2010,2019
202031,2010,2019
202032,2010,2019
202033,2010,2019
202038,2010,2019
202045,2010,2019
202046,2010,2019
202050,2010,2019
202051,2010,2019
202054,2010,2019
202056,2010,2019
202057,2010,2019
202058,2010,2019
202059,2010,2019
202060,2010,2019
202063,2010,2019
202076,2010,2019
202079,2010,2019
202080,2010,2019
202081,2010,2019
202082,2010,2019
202083,2010,2019
202084,2010,2019
202085,2010,2019
202086,2010,2019
202087,2010,2019
202092,2010,2019
202094,2010,2019
202095,2010,2019
202096,2010,2019
202097,2010,2019
202100,2010,2019
202101,2010,2019
202103,2010,2019
202104,2010,2019
202106,2010,2019
202107,2010,2019
202108,2010,2019
202109,2010,2019
202111,2010,2019
202114,2010,2019
202115,2010,2019
202116,2010,2019
202117,2010,2019
202118,2010,2019
202121,2010,2019
202130,2010,2019
202134,2010,2019
202137,2010,2019
202140,2010,2019
202141,2010,2019
202142,2010,2019
202146,2010,2019
202147,2010,2019
202148,2010,2019
202152,2010,2019
202153,2010,2019
202154,2010,2019
202156,2010,2019
202157,2010,2019
202158,2010,2019
202159,2010,2019
202160,2010,2019
202163,2010,2019
202164,2010,2019
202165,2010,2019
202170,2010,2019
202171,2010,2019
202172,2010,2019
202183,2010,2019
202184,2010,2019
202187,2010,2019
202190,2010,2019
202191,2010,2019
202192,2010,2019
202193,2010,2019
202197,2010,2019
202198,2010,2019
202199,2010,2019
202206,2010,2019
202207,2010,2019
202211,2010,2019
202214,2010,2019
202216,2010,2019
202217,2010,2019
202218,2010,2019
202219,2010,2019
202220,2010,2019
202221,2010,2019
202224,2010,2019
202232,2010,2019
202238,2010,2019
202241,2010,2019
202242,2010,2019
202243,2010,2019
202244,2010,2019
202245,2010,2019
202246,2010,2019
202247,2010,2019
202248,2010,2019
202253,2010,2019
202254,2010,2019
202255,2010,2019
202257,2010,2019
202258,2010,2019
202259,2010,2019
202260,2010,2019
202264,2010,2019
202266,2010,2019
202267,2010,2019
202268,2010,2019
202270,2010,2019
202271,2010,2019
202272,2010,2019
202273,2010,2019
202275,2010,2019
202277,2010,2019
202278,2010,2019
202279,2010,2019
202280,2010,2019
202282,2010,2019
202285,2010,2019
202292,2010,2019
202294,2010,2019
202295,2010,2019
202296,2010,2019
202297,2010,2019
202298,2010,2019
202299,2010,2019
202301,2010,2019
202302,2010,2019
202306,2010,2019
202307,2010,2019
202308,2010,2019
202312,2010,2019
202313,2010,2019
202314,2010,2019
202315,2010,2019
202316,2010,2019
202319,2010,2019
202329,2010,2019
202331,2010,2019
202333,2010,2019
202336,2010,2019
202340,2010,2019
202341,2010,2019
202347,2010,2019
202351,2010,2019
202352,2010,2019
202354,2010,2019
202356,2010,2019
202358,2010,2019
202359,2010,2019
202360,2010,2019
202361,2010,2019
202362,2010,2019
202363,2010,2019
202364,2010,2019
202365,2010,2019
202366,2010,2019
202379,2010,2019
202382,2010,2019
202384,2010,2019
202385,2010,2019
202386,2010,2019
202387,2010,2019
202388,2010,2019
202389,2010,2019
202396,2010,2019
202397,2010,2019
202398,2010,2019
202399,2010,2019
202400,2010,2019
202401,2010,2019
202402,2010,2019
202407,2010,2019
202408,2010,2019
202409,2010,2019
202411,2010,2019
202412,2010,2019
202414,2010,2019
202415,2010,2019
202416,2010,2019
202417,2010,2019
202418,2010,2019
202420,2010,2019
202423,2010,2019
202424,2010,2019
202425,2010,2019
202426,2010,2019
202427,2010,2019
202428,2010,2019
202431,2010,2019
202442,2010,2019
202446,2010,2019
202450,2010,2019
202453,2010,2019
202454,2010,2019
202455,2010,2019
202456,2010,2019
202457,2010,2019
202458,2010,2019
202461,2010,2019
202462,2010,2019
202463,2010,2019
202465,2010,2019
202469,2010,2019
202470,2010,2019
202471,2010,2019
202475,2010,2019
202476,2010,2019
202477,2010,2019
202478,2010,2019
202479,2010,2019
202482,2010,2019
202483,2010,2019
202484,2010,2019
202485,2010,2019
202486,2010,2019
202492,2010,2019
202493,2010,2019
202494,2010,2019
202495,2010,2019
202496,2010,2019
202497,2010,2019
202512,2010,2019
202513,2010,2019
202515,2010,2019
202517,2010,2019
202520,2010,2019
202521,2010,2019
202522,2010,2019
202527,2010,2019
202535,2010,2019
202536,2010,2019
202540,2010,2019
202541,2010,2019
202543,2010,2019
202545,2010,2019
202547,2010,2019
202548,2010,2019
202549,2010,2019
202550,2010,2019
202551,2010,2019
202552,2010,2019
202553,2010,2019
202556,2010,2019
202564,2010,2019
202570,2010,2019
202573,2010,2019
202574,2010,2019
202575,2010,2019
202576,2010,2019
202577,2010,2019
202584,2010,2019
202585,2010,2019
202588,1994,2016
202589,1994,2016
202590,2017,2019
202591,2017,2019
230131,2004,2010
230132,2004,2010
230134,2004,2010
230135,2004,2010
230136,2004,2010
230173,1986,1988
230240,1975,2001
230244,1975,2001
230253,1975,2001
230254,1975,2001
230276,2003,2004
