"","sci_name","Group"
"695","Allobates magnussoni","Amphibian"
"696","Allobates mandelorum","Amphibian"
"697","Allobates marchesianus","Amphibian"
"698","Allobates masniger","Amphibian"
"699","Allobates melanolaemus","Amphibian"
"700","Allobates myersi","Amphibian"
"701","Allobates niputidea","Amphibian"
"702","Allobates nunciatus","Amphibian"
"703","Allobates olfersioides","Amphibian"
"704","Allobates paleovarzensis","Amphibian"
"705","Allobates pittieri","Amphibian"
"706","Allobates subfolionidificans","Amphibian"
"707","Allobates sumtuosus","Amphibian"
"708","Allobates talamancae","Amphibian"
"709","Allobates tapajos","Amphibian"
"710","Allobates tinae","Amphibian"
"711","Allobates trilineatus","Amphibian"
"712","Allobates vanzolinius","Amphibian"
"713","Allobates wayuu","Amphibian"
"714","Allobates zaparo","Amphibian"
"715","Allopaa barmoachensis","Amphibian"
"716","Allopaa hazarensis","Amphibian"
"717","Allophryne relicta","Amphibian"
"718","Allophryne resplendens","Amphibian"
"719","Allophryne ruthveni","Amphibian"
"720","Alsodes barrioi","Amphibian"
"721","Alsodes cantillanensis","Amphibian"
"722","Alsodes gargola","Amphibian"
"723","Alsodes hugoi","Amphibian"
"724","Alsodes igneus","Amphibian"
"725","Alsodes montanus","Amphibian"
"726","Alsodes neuquensis","Amphibian"
"727","Alsodes nodosus","Amphibian"
"728","Alsodes norae","Amphibian"
"729","Alsodes pehuenche","Amphibian"
"730","Alsodes tumultuosus","Amphibian"
"731","Alsodes valdiviensis","Amphibian"
"732","Alsodes vanzolinii","Amphibian"
"733","Alsodes verrucosus","Amphibian"
"734","Alytes almogavarii","Amphibian"
"735","Alytes cisternasii","Amphibian"
"736","Alytes dickhilleni","Amphibian"
"737","Alytes maurus","Amphibian"
"738","Alytes muletensis","Amphibian"
"739","Alytes obstetricans","Amphibian"
"740","Amazophrynella amazonicola","Amphibian"
"741","Amazophrynella bokermanni","Amphibian"
"742","Amazophrynella javierbustamantei","Amphibian"
"743","Amazophrynella manaos","Amphibian"
"744","Amazophrynella matses","Amphibian"
"745","Amazophrynella minuta","Amphibian"
"746","Amazophrynella moisesii","Amphibian"
"747","Amazophrynella siona","Amphibian"
"748","Amazophrynella teko","Amphibian"
"749","Amazophrynella vote","Amphibian"
"750","Amazophrynella xinguensis","Amphibian"
"751","Ambystoma altamirani","Amphibian"
"752","Ambystoma amblycephalum","Amphibian"
"753","Ambystoma andersoni","Amphibian"
"754","Ambystoma annulatum","Amphibian"
"755","Ambystoma barbouri","Amphibian"
"756","Ambystoma bishopi","Amphibian"
"757","Ambystoma californiense","Amphibian"
"758","Ambystoma cingulatum","Amphibian"
"759","Ambystoma dumerilii","Amphibian"
"760","Ambystoma flavipiperatum","Amphibian"
"761","Ambystoma gracile","Amphibian"
"762","Ambystoma granulosum","Amphibian"
"763","Ambystoma jeffersonianum","Amphibian"
"764","Ambystoma laterale","Amphibian"
"765","Ambystoma leorae","Amphibian"
"766","Ambystoma lermaense","Amphibian"
"767","Ambystoma mabeei","Amphibian"
"768","Ambystoma macrodactylum","Amphibian"
"769","Ambystoma maculatum","Amphibian"
"770","Ambystoma mavortium","Amphibian"
"771","Ambystoma mexicanum","Amphibian"
"772","Ambystoma opacum","Amphibian"
"773","Ambystoma ordinarium","Amphibian"
"774","Ambystoma rivulare","Amphibian"
"775","Ambystoma rosaceum","Amphibian"
"776","Ambystoma talpoideum","Amphibian"
"777","Ambystoma taylori","Amphibian"
"778","Ambystoma texanum","Amphibian"
"779","Ambystoma tigrinum","Amphibian"
"780","Ambystoma velasci","Amphibian"
"781","Amietia angolensis","Amphibian"
"782","Amietia chapini","Amphibian"
"783","Amietia delalandii","Amphibian"
"784","Amietia desaegeri","Amphibian"
"785","Amietia fuscigula","Amphibian"
"786","Amietia hymenopus","Amphibian"
"787","Amietia inyangae","Amphibian"
"788","Amietia johnstoni","Amphibian"
"789","Amietia moyerorum","Amphibian"
"790","Amietia nutti","Amphibian"
"791","Amietia poyntoni","Amphibian"
"792","Amietia ruwenzorica","Amphibian"
"793","Amietia tenuoplicata","Amphibian"
"794","Amietia vandijki","Amphibian"
"795","Amietia vertebralis","Amphibian"
"796","Amietia wittei","Amphibian"
"797","Amolops afghanus","Amphibian"
"798","Amolops albispinus","Amphibian"
"799","Amolops aniqiaoensis","Amphibian"
"800","Amolops assamensis","Amphibian"
"801","Amolops australis","Amphibian"
"802","Amolops bellulus","Amphibian"
"803","Amolops chakrataensis","Amphibian"
"804","Amolops chunganensis","Amphibian"
"805","Amolops compotrix","Amphibian"
"806","Amolops cremnobatus","Amphibian"
"807","Amolops cucae","Amphibian"
"808","Amolops daiyunensis","Amphibian"
"809","Amolops daorum","Amphibian"
"810","Amolops formosus","Amphibian"
"811","Amolops gerbillus","Amphibian"
"812","Amolops gerutu","Amphibian"
"813","Amolops granulosus","Amphibian"
"814","Amolops hainanensis","Amphibian"
"815","Amolops himalayanus","Amphibian"
"816","Amolops hongkongensis","Amphibian"
"817","Amolops indoburmanensis","Amphibian"
"818","Amolops jaunsari","Amphibian"
"819","Amolops jinjiangensis","Amphibian"
"820","Amolops larutensis","Amphibian"
"821","Amolops lifanensis","Amphibian"
"822","Amolops loloensis","Amphibian"
"823","Amolops mahabharatensis","Amphibian"
"824","Amolops mantzorum","Amphibian"
"825","Amolops marmoratus","Amphibian"
"826","Amolops medogensis","Amphibian"
"827","Amolops minutus","Amphibian"
"828","Amolops nyingchiensis","Amphibian"
"829","Amolops ottorum","Amphibian"
"830","Amolops panhai","Amphibian"
"831","Amolops ricketti","Amphibian"
"832","Amolops sinensis","Amphibian"
"833","Amolops spinapectoralis","Amphibian"
"834","Amolops splendissimus","Amphibian"
"835","Amolops torrentis","Amphibian"
"836","Amolops tuberodepressus","Amphibian"
"837","Amolops viridimaculatus","Amphibian"
"838","Amolops vitreus","Amphibian"
"839","Amolops wuyiensis","Amphibian"
"840","Amolops xinduqiao","Amphibian"
"841","Amolops yatseni","Amphibian"
"842","Amolops yunkaiensis","Amphibian"
"843","Amphiuma means","Amphibian"
"844","Amphiuma pholeter","Amphibian"
"845","Amphiuma tridactylum","Amphibian"
"846","Anaxyrus americanus","Amphibian"
"847","Anaxyrus boreas","Amphibian"
"848","Anaxyrus californicus","Amphibian"
"849","Anaxyrus canorus","Amphibian"
"850","Anaxyrus cognatus","Amphibian"
"851","Anaxyrus compactilis","Amphibian"
"852","Anaxyrus debilis","Amphibian"
"853","Anaxyrus exsul","Amphibian"
"854","Anaxyrus fowleri","Amphibian"
"855","Anaxyrus hemiophrys","Amphibian"
"856","Anaxyrus houstonensis","Amphibian"
"857","Anaxyrus kelloggi","Amphibian"
"858","Anaxyrus mexicanus","Amphibian"
"859","Anaxyrus microscaphus","Amphibian"
"860","Anaxyrus monfontanus","Amphibian"
"861","Anaxyrus nelsoni","Amphibian"
"862","Anaxyrus nevadensis","Amphibian"
"863","Anaxyrus punctatus","Amphibian"
"864","Anaxyrus quercicus","Amphibian"
"865","Anaxyrus retiformis","Amphibian"
"866","Anaxyrus speciosus","Amphibian"
"867","Anaxyrus terrestris","Amphibian"
"868","Anaxyrus williamsi","Amphibian"
"869","Anaxyrus woodhousii","Amphibian"
"870","Andrias davidianus","Amphibian"
"871","Andrias japonicus","Amphibian"
"872","Andrias sligoi","Amphibian"
"873","Aneides niger","Amphibian"
"874","Anhydrophryne hewitti","Amphibian"
"875","Anodonthyla boulengerii","Amphibian"
"876","Anodonthyla hutchisoni","Amphibian"
"877","Anodonthyla jeanbai","Amphibian"
"878","Anodonthyla montana","Amphibian"
"879","Anodonthyla theoi","Amphibian"
"880","Anodonthyla vallani","Amphibian"
"881","Anomaloglossus apiau","Amphibian"
"882","Anomaloglossus ayarzaguenai","Amphibian"
"883","Anomaloglossus baeobatrachus","Amphibian"
"884","Anomaloglossus beebei","Amphibian"
"885","Anomaloglossus blanci","Amphibian"
"886","Anomaloglossus breweri","Amphibian"
"887","Anomaloglossus degranvillei","Amphibian"
"888","Anomaloglossus guanayensis","Amphibian"
"889","Anomaloglossus leopardus","Amphibian"
"890","Anomaloglossus moffetti","Amphibian"
"891","Anomaloglossus praderioi","Amphibian"
"892","Anomaloglossus rufulus","Amphibian"
"893","Anomaloglossus shrevei","Amphibian"
"894","Anomaloglossus surinamensis","Amphibian"
"895","Anomaloglossus tamacuarensis","Amphibian"
"896","Anomaloglossus verbeeksnyderorum","Amphibian"
"897","Ansonia albomaculata","Amphibian"
"898","Ansonia echinata","Amphibian"
"899","Ansonia endauensis","Amphibian"
"900","Ansonia fuliginea","Amphibian"
"901","Ansonia glandulosa","Amphibian"
"902","Ansonia hanitschi","Amphibian"
"903","Ansonia inthanon","Amphibian"
"904","Ansonia jeetsukumarani","Amphibian"
"905","Ansonia kraensis","Amphibian"
"906","Ansonia latidisca","Amphibian"
"907","Ansonia latiffi","Amphibian"
"908","Ansonia leptopus","Amphibian"
"909","Ansonia longidigita","Amphibian"
"910","Ansonia lumut","Amphibian"
"911","Ansonia malayana","Amphibian"
"912","Ansonia mcgregori","Amphibian"
"913","Ansonia minuta","Amphibian"
"914","Ansonia muelleri","Amphibian"
"915","Ansonia penangensis","Amphibian"
"916","Ansonia platysoma","Amphibian"
"917","Ansonia siamensis","Amphibian"
"918","Ansonia smeagol","Amphibian"
"919","Ansonia spinulifer","Amphibian"
"920","Ansonia teneritas","Amphibian"
"921","Ansonia thinthinae","Amphibian"
"922","Ansonia tiomanica","Amphibian"
"923","Ansonia torrentis","Amphibian"
"924","Ansonia vidua","Amphibian"
"925","Aplastodiscus albofrenatus","Amphibian"
"926","Aplastodiscus albosignatus","Amphibian"
"927","Aplastodiscus arildae","Amphibian"
"928","Aplastodiscus cavicola","Amphibian"
"929","Aplastodiscus cochranae","Amphibian"
"930","Aplastodiscus ehrhardti","Amphibian"
"931","Aplastodiscus eugenioi","Amphibian"
"932","Aplastodiscus flumineus","Amphibian"
"933","Aplastodiscus ibirapitanga","Amphibian"
"934","Aplastodiscus leucopygius","Amphibian"
"935","Aplastodiscus lutzorum","Amphibian"
"936","Aplastodiscus perviridis","Amphibian"
"937","Aplastodiscus sibilatus","Amphibian"
"938","Aplastodiscus weygoldti","Amphibian"
"939","Aquarana catesbeianus","Amphibian"
"940","Aquarana clamitans","Amphibian"
"941","Aquarana grylio","Amphibian"
"942","Aquarana heckscheri","Amphibian"
"943","Aquarana okaloosae","Amphibian"
"944","Aquarana septentrionalis","Amphibian"
"945","Aquarana virgatipes","Amphibian"
"946","Arcovomer passarellii","Amphibian"
"947","Arlequinus krebsi","Amphibian"
"948","Aromobates cannatellai","Amphibian"
"949","Aromobates duranti","Amphibian"
"950","Aromobates ericksonae","Amphibian"
"951","Aromobates mayorgai","Amphibian"
"952","Aromobates meridensis","Amphibian"
"953","Aromobates molinarii","Amphibian"
"954","Aromobates ornatissimus","Amphibian"
"955","Aromobates orostoma","Amphibian"
"956","Aromobates saltuensis","Amphibian"
"957","Aromobates tokuko","Amphibian"
"958","Aromobates walterarpi","Amphibian"
"959","Aromobates zippeli","Amphibian"
"960","Arthroleptella bicolor","Amphibian"
"961","Arthroleptella villiersi","Amphibian"
"962","Arthroleptides dutoiti","Amphibian"
"963","Arthroleptides martiensseni","Amphibian"
"964","Arthroleptides yakusini","Amphibian"
"965","Arthroleptis nlonakoensis","Amphibian"
"966","Arthroleptis pyrrhoscelis","Amphibian"
"967","Arthroleptis taeniatus","Amphibian"
"968","Arthroleptis xenochirus","Amphibian"
"969","Ascaphus montanus","Amphibian"
"970","Ascaphus truei","Amphibian"
"971","Astylosternus batesi","Amphibian"
"972","Astylosternus diadematus","Amphibian"
"973","Astylosternus fallax","Amphibian"
"974","Astylosternus laticephalus","Amphibian"
"975","Astylosternus laurenti","Amphibian"
"976","Astylosternus montanus","Amphibian"
"977","Astylosternus nganhanus","Amphibian"
"978","Astylosternus occidentalis","Amphibian"
"979","Astylosternus perreti","Amphibian"
"980","Astylosternus ranoides","Amphibian"
"981","Astylosternus rheophilus","Amphibian"
"982","Astylosternus schioetzi","Amphibian"
"983","Atelognathus nitoi","Amphibian"
"984","Atelognathus patagonicus","Amphibian"
"985","Atelognathus praebasalticus","Amphibian"
"986","Atelognathus reverberii","Amphibian"
"987","Atelognathus salai","Amphibian"
"988","Atelopus andinus","Amphibian"
"989","Atelopus arsyecue","Amphibian"
"990","Atelopus balios","Amphibian"
"991","Atelopus barbotini","Amphibian"
"992","Atelopus bomolochos","Amphibian"
"993","Atelopus carrikeri","Amphibian"
"994","Atelopus certus","Amphibian"
"995","Atelopus chrysocorallus","Amphibian"
"996","Atelopus coynei","Amphibian"
"997","Atelopus cruciger","Amphibian"
"998","Atelopus elegans","Amphibian"
"999","Atelopus epikeisthos","Amphibian"
"1000","Atelopus exiguus","Amphibian"
"1001","Atelopus famelicus","Amphibian"
"1002","Atelopus flavescens","Amphibian"
"1003","Atelopus franciscus","Amphibian"
"1004","Atelopus glyphus","Amphibian"
"1005","Atelopus hoogmoedi","Amphibian"
"1006","Atelopus ignescens","Amphibian"
"1007","Atelopus laetissimus","Amphibian"
"1008","Atelopus limosus","Amphibian"
"1009","Atelopus loettersi","Amphibian"
"1010","Atelopus longibrachius","Amphibian"
"1011","Atelopus longirostris","Amphibian"
"1012","Atelopus lozanoi","Amphibian"
"1013","Atelopus manauensis","Amphibian"
"1014","Atelopus marinkellei","Amphibian"
"1015","Atelopus mindoensis","Amphibian"
"1016","Atelopus mittermeieri","Amphibian"
"1017","Atelopus mucubajiensis","Amphibian"
"1018","Atelopus muisca","Amphibian"
"1019","Atelopus nahumae","Amphibian"
"1020","Atelopus nanay","Amphibian"
"1021","Atelopus nepiozomus","Amphibian"
"1022","Atelopus nocturnus","Amphibian"
"1023","Atelopus oxapampae","Amphibian"
"1024","Atelopus palmatus","Amphibian"
"1025","Atelopus podocarpus","Amphibian"
"1026","Atelopus pulcher","Amphibian"
"1027","Atelopus pyrodactylus","Amphibian"
"1028","Atelopus sanjosei","Amphibian"
"1029","Atelopus seminiferus","Amphibian"
"1030","Atelopus simulatus","Amphibian"
"1031","Atelopus spumarius","Amphibian"
"1032","Atelopus spurrelli","Amphibian"
"1033","Atelopus tamaense","Amphibian"
"1034","Atelopus tricolor","Amphibian"
"1035","Atelopus varius","Amphibian"
"1036","Atlantihyla melissa","Amphibian"
"1037","Atlantihyla panchoi","Amphibian"
"1038","Atlantihyla spinipollex","Amphibian"
"1039","Atopophrynus syntomopus","Amphibian"
"1040","Atretochoana eiselti","Amphibian"
"1041","Aubria masako","Amphibian"
"1042","Aubria subsigillata","Amphibian"
"1043","Austrochaperina adelphe","Amphibian"
"1044","Austrochaperina alexanderi","Amphibian"
"1045","Austrochaperina basipalmata","Amphibian"
"1046","Austrochaperina gracilipes","Amphibian"
"1047","Austrochaperina palmipes","Amphibian"
"1048","Babina holsti","Amphibian"
"1049","Babina subaspera","Amphibian"
"1050","Barbarophryne brongersmai","Amphibian"
"1051","Barbourula busuangensis","Amphibian"
"1052","Barbourula kalimantanensis","Amphibian"
"1053","Batrachoseps campi","Amphibian"
"1054","Batrachoseps kawia","Amphibian"
"1055","Batrachoseps relictus","Amphibian"
"1056","Batrachoseps robustus","Amphibian"
"1057","Batrachuperus karlschmidti","Amphibian"
"1058","Batrachuperus londongensis","Amphibian"
"1059","Batrachuperus pinchonii","Amphibian"
"1060","Batrachuperus tibetanus","Amphibian"
"1061","Batrachuperus yenyuanensis","Amphibian"
"1062","Batrachyla antartandica","Amphibian"
"1063","Batrachyla fitzroya","Amphibian"
"1064","Batrachyla leptopus","Amphibian"
"1065","Batrachyla nibaldoi","Amphibian"
"1066","Batrachyla taeniata","Amphibian"
"1067","Beduka amboli","Amphibian"
"1068","Beduka koynayensis","Amphibian"
"1069","Blommersia angolafa","Amphibian"
"1070","Blommersia blommersae","Amphibian"
"1071","Blommersia dejongi","Amphibian"
"1072","Blommersia domerguei","Amphibian"
"1073","Blommersia galani","Amphibian"
"1074","Blommersia grandisonae","Amphibian"
"1075","Blommersia kely","Amphibian"
"1076","Blommersia sarotra","Amphibian"
"1077","Blommersia transmarina","Amphibian"
"1078","Blommersia variabilis","Amphibian"
"1079","Blommersia wittei","Amphibian"
"1080","Boana aguilari","Amphibian"
"1081","Boana albomarginata","Amphibian"
"1082","Boana albopunctata","Amphibian"
"1083","Boana alfaroi","Amphibian"
"1084","Boana almendarizae","Amphibian"
"1085","Boana appendiculata","Amphibian"
"1086","Boana atlantica","Amphibian"
"1087","Boana balzani","Amphibian"
"1088","Boana benitezi","Amphibian"
"1089","Boana bischoffi","Amphibian"
"1090","Boana boans","Amphibian"
"1091","Boana botumirim","Amphibian"
"1092","Boana caiapo","Amphibian"
"1093","Boana caingua","Amphibian"
"1094","Boana caipora","Amphibian"
"1095","Boana calcarata","Amphibian"
"1096","Boana callipleura","Amphibian"
"1097","Boana cinerascens","Amphibian"
"1098","Boana cipoensis","Amphibian"
"1099","Boana cordobae","Amphibian"
"1100","Boana courtoisae","Amphibian"
"1101","Boana crepitans","Amphibian"
"1102","Boana curupi","Amphibian"
"1103","Boana dentei","Amphibian"
"1104","Boana diabolica","Amphibian"
"1105","Boana ericae","Amphibian"
"1106","Boana eucharis","Amphibian"
"1107","Boana exastis","Amphibian"
"1108","Boana faber","Amphibian"
"1109","Boana fasciata","Amphibian"
"1110","Boana freicanecae","Amphibian"
"1111","Boana geographica","Amphibian"
"1112","Boana gladiator","Amphibian"
"1113","Boana goiana","Amphibian"
"1114","Boana guentheri","Amphibian"
"1115","Boana heilprini","Amphibian"
"1116","Boana hobbsi","Amphibian"
"1117","Boana hutchinsi","Amphibian"
"1118","Boana icamiaba","Amphibian"
"1119","Boana jaguariaivensis","Amphibian"
"1120","Boana jimenezi","Amphibian"
"1121","Boana joaquini","Amphibian"
"1122","Boana lanciformis","Amphibian"
"1123","Boana lemai","Amphibian"
"1124","Boana leptolineata","Amphibian"
"1125","Boana leucocheila","Amphibian"
"1126","Boana lundii","Amphibian"
"1127","Boana maculateralis","Amphibian"
"1128","Boana marginata","Amphibian"
"1129","Boana marianitae","Amphibian"
"1130","Boana melanopleura","Amphibian"
"1131","Boana microderma","Amphibian"
"1132","Boana multifasciata","Amphibian"
"1133","Boana nigra","Amphibian"
"1134","Boana nympha","Amphibian"
"1135","Boana ornatissima","Amphibian"
"1136","Boana palaestes","Amphibian"
"1137","Boana paranaiba","Amphibian"
"1138","Boana pardalis","Amphibian"
"1139","Boana pellucens","Amphibian"
"1140","Boana picturata","Amphibian"
"1141","Boana platanera","Amphibian"
"1142","Boana poaju","Amphibian"
"1143","Boana polytaenia","Amphibian"
"1144","Boana pombali","Amphibian"
"1145","Boana prasina","Amphibian"
"1146","Boana pugnax","Amphibian"
"1147","Boana pulchella","Amphibian"
"1148","Boana punctata","Amphibian"
"1149","Boana raniceps","Amphibian"
"1150","Boana rhythmica","Amphibian"
"1151","Boana riojana","Amphibian"
"1152","Boana roraima","Amphibian"
"1153","Boana rosenbergi","Amphibian"
"1154","Boana rubracyla","Amphibian"
"1155","Boana rufitela","Amphibian"
"1156","Boana secedens","Amphibian"
"1157","Boana semiguttata","Amphibian"
"1158","Boana semilineata","Amphibian"
